key	locations	english	my	th	zh	km	lo	fr	de	es
UI_1220	components/games/NeuralDuel.tsx:137 | components/games/NeuralDuel.tsx:142	p2								
UI_1221	components/games/NeuralDuel.tsx:139 | components/games/NeuralDuel.tsx:243	WINNER								
UI_1222	components/games/NeuralDuel.tsx:146 | components/games/NeuralDuel.tsx:250	early-tap								
UI_1223	components/games/NeuralDuel.tsx:146 | components/games/NeuralDuel.tsx:250	SHORT CIRCUIT!								
UI_1224	components/games/NeuralDuel.tsx:146 | components/games/NeuralDuel.tsx:250	TOO SLOW!								
UI_1225	components/games/NeuralDuel.tsx:149 | components/games/NeuralDuel.tsx:253	Penalty:								
UI_1226	components/games/NeuralDuel.tsx:171	Duel								
UI_1227	components/games/NeuralDuel.tsx:171	Start								
UI_1228	components/games/NeuralDuel.tsx:186	Mode:								
UI_1229	components/games/NeuralDuel.tsx:223	Player 1 Zone								
UI_1230	components/games/NeuralDuel.tsx:241 | components/games/NeuralDuel.tsx:246	p1								
UI_1231	components/games/NexusBreach.tsx:109	Nodes Recovered								
UI_1232	components/games/NexusBreach.tsx:112	security								
UI_1233	components/games/NexusBreach.tsx:122	System Status								
UI_1234	components/games/NexusBreach.tsx:131	Breached								
UI_1235	components/games/NexusBreach.tsx:140	Penalty Mode:								
UI_1236	components/games/NexusBreach.tsx:190	hexagon								
UI_1237	components/games/NexusBreach.tsx:217	15 safe nodes. 1 corrupted trap.								
UI_1238	components/games/NexusBreach.tsx:217	Push your luck.								
UI_1239	components/games/NexusBreach.tsx:226	Reboot System								
UI_1240	components/games/NexusBreach.tsx:255	Penalty Required								
UI_1241	components/games/NexusBreach.tsx:259	Reveal a Truth! 🤫								
UI_1242	components/games/NexusBreach.tsx:260	Complete a Dare! 🎯								
UI_1243	components/games/NexusBreach.tsx:261	Node corrupted. You lose. 💥								
UI_1244	components/games/NexusBreach.tsx:269	Accept Penalty								
UI_1245	components/games/NexusBreach.tsx:98	Nexus Breach								
UI_1246	components/games/PingPong.tsx:1018	${reason} · Match complete								
UI_1247	components/games/PingPong.tsx:1020	${reason} · Game won — changing ends								
UI_1248	components/games/PingPong.tsx:1022	Deciding game — change ends at five								
UI_1249	components/games/PingPong.tsx:1161	Twist serve - toss up!								
UI_1250	components/games/PingPong.tsx:1163	Toss up - serve aimed left								
UI_1251	components/games/PingPong.tsx:1165	Toss up - serve aimed right								
UI_1252	components/games/PingPong.tsx:1166	Toss up - power serve								
UI_1253	components/games/PingPong.tsx:1192	Twist loaded - strike on descent								
UI_1254	components/games/PingPong.tsx:1404	JOE YOKE ARENA								
UI_1255	components/games/PingPong.tsx:1407	TABLE TENNIS CLUB								
UI_1256	components/games/PingPong.tsx:1568	ARENA								
UI_1257	components/games/PingPong.tsx:2293	Twist spin!								
UI_1258	components/games/PingPong.tsx:2295	Power drive!								
UI_1259	components/games/PingPong.tsx:2296	Clean return!								
UI_1260	components/games/PingPong.tsx:2297	Opponent returns								
UI_1261	components/games/PingPong.tsx:2722	Opponent serves								
UI_1262	components/games/PingPong.tsx:2722	Your serve								
UI_1263	components/games/PingPong.tsx:2796	Net cord — possible let								
UI_1264	components/games/PingPong.tsx:2796	Tape clip								
UI_1265	components/games/PingPong.tsx:2808	Net fault — ball stopped								
UI_1266	components/games/PingPong.tsx:2911	Let serve — replay								
UI_1267	components/games/PingPong.tsx:2923	Serve bounced on server side								
UI_1268	components/games/PingPong.tsx:2931	Valid serve — return it!								
UI_1269	components/games/PingPong.tsx:2932	Valid serve								
UI_1270	components/games/PingPong.tsx:2936	Valid shot								
UI_1271	components/games/PingPong.tsx:2936	Your bounce — return it!								
UI_1272	components/games/PingPong.tsx:3175	London perspective table tennis arena								
UI_1273	components/games/PingPong.tsx:319	Fire								
UI_1274	components/games/PingPong.tsx:320	Nice shot								
UI_1275	components/games/PingPong.tsx:321	Cool								
UI_1276	components/games/PingPong.tsx:3214	Joe Yoke Arena								
UI_1277	components/games/PingPong.tsx:322	Peace								
UI_1278	components/games/PingPong.tsx:3222	How to play Ping Pong								
UI_1279	components/games/PingPong.tsx:323	Playful								
UI_1280	components/games/PingPong.tsx:3244 | components/games/PoolGame.tsx:1854 | components/games/SnookerGame.tsx:1916	player1								
UI_1281	components/games/PingPong.tsx:3245	${localName} is serving								
UI_1282	components/games/PingPong.tsx:3265	Game								
UI_1283	components/games/PingPong.tsx:3286 | components/games/PoolGame.tsx:1884 | components/games/SnookerGame.tsx:1946	player2								
UI_1284	components/games/PingPong.tsx:3287	${opponentName} is serving								
UI_1285	components/games/PingPong.tsx:3298	Match reactions								
UI_1286	components/games/PingPong.tsx:3306	Send ${reaction.label} reaction								
UI_1287	components/games/PingPong.tsx:3330	Ball								
UI_1288	components/games/PingPong.tsx:3330	m/s · Paddle								
UI_1289	components/games/PingPong.tsx:3342	Match complete								
UI_1290	components/games/PingPong.tsx:3352	${winnerName} winner profile								
UI_1291	components/games/PingPong.tsx:3358	Winner								
UI_1292	components/games/PingPong.tsx:3360	wins!								
UI_1293	components/games/PingPong.tsx:3362	· Final game								
UI_1294	components/games/PingPong.tsx:3362	Match								
UI_1295	components/games/PingPong.tsx:3389	How to play								
UI_1296	components/games/PingPong.tsx:3396	Close rules								
UI_1297	components/games/PingPong.tsx:3404	Score & serve								
UI_1298	components/games/PingPong.tsx:3404	Score 11 points and lead by two to win. Serve changes every two points, then every point from 10–10.								
UI_1299	components/games/PingPong.tsx:3405	Start a legal serve								
UI_1300	components/games/PingPong.tsx:3405	Swipe to toss and strike. The ball must bounce on your side first, then on the receiver’s side.								
UI_1301	components/games/PingPong.tsx:3406	Bounce, then return								
UI_1302	components/games/PingPong.tsx:3406	Do not volley. Let the ball bounce once on your side, then swipe your racket to return it.								
UI_1303	components/games/PingPong.tsx:3407	Aim, pace & spin								
UI_1304	components/games/PingPong.tsx:3407	Swipe left or right to aim. A fast up/down swipe adds pace; a circular stroke adds twist spin.								
UI_1305	components/games/PingPong.tsx:3408	Two bounces, an out ball, a wrong-side bounce, or a net fault gives the point away. A net-touching legal serve is replayed.								
UI_1306	components/games/PingPong.tsx:3408	Win points								
UI_1307	components/games/PingPong.tsx:499	${name} avatar								
UI_1308	components/games/PingPong.tsx:903	Opponent tosses the ball								
UI_1309	components/games/PingPong.tsx:989	Your serve — swipe left or right								
UI_1310	components/games/PingPong.tsx:990	Opponent serve — get ready								
UI_1311	components/games/PoolGame.tsx:1510 | components/games/SnookerGame.tsx:1501 | components/games/SnookerGame.tsx:1512	Playing against ${localOpponent?.name || "Bot"}								
UI_1312	components/games/PoolGame.tsx:1555	to play an online Pool match.								
UI_1313	components/games/PoolGame.tsx:1820 | components/games/SnookerGame.tsx:1864	Cue Ball Strike Point								
UI_1314	components/games/PoolGame.tsx:1833	, Y:								
UI_1315	components/games/PoolGame.tsx:1833	Spin (X:								
UI_1316	components/games/PoolGame.tsx:1842 | components/games/SnookerGame.tsx:1900	Wins!								
UI_1317	components/games/PoolGame.tsx:1847 | components/games/SnookerGame.tsx:1908	Play Again 🔄								
UI_1318	components/games/PoolGame.tsx:1856 | components/games/PoolGame.tsx:1886 | components/games/SnookerGame.tsx:1918 | components/games/SnookerGame.tsx:1948	TURN								
UI_1319	components/games/PoolGame.tsx:1873 | components/games/SnookerGame.tsx:1936	TARGET								
UI_1320	components/games/PoolGame.tsx:1876	Solids								
UI_1321	components/games/PoolGame.tsx:1922 | components/games/SnookerGame.tsx:1984	EXIT								
UI_1322	components/games/PoolGame.tsx:1928 | components/games/SnookerGame.tsx:1999	PULL								
UI_1323	components/games/PoolGame.tsx:1959	CONFIRM POSITION								
UI_1324	components/games/PoolGame.tsx:1965 | components/games/SnookerGame.tsx:2052	TUNE								
UI_1325	components/games/PoolGame.tsx:1987	Set Spin								
UI_1326	components/games/PoolGame.tsx:1999	RESET MATCH								
UI_1327	components/games/ShanKoeMeeGame.tsx:115	Natural Shan hand — showdown is ready.								
UI_1328	components/games/ShanKoeMeeGame.tsx:115	Squeeze your cards, then draw or stay within 15 seconds.								
UI_1329	components/games/ShanKoeMeeGame.tsx:122	${outcome}. Banker: ${label(updatedHands[banker])}.								
UI_1330	components/games/ShanKoeMeeGame.tsx:131	Banker selection: highest card wins the five-round table.								
UI_1331	components/games/ShanKoeMeeGame.tsx:131	Choose your stake, then deal the cards.								
UI_1332	components/games/ShanKoeMeeGame.tsx:141	en								
UI_1333	components/games/ShanKoeMeeGame.tsx:141	EN								
UI_1334	components/games/ShanKoeMeeGame.tsx:141	Four-player traditional table · Round								
UI_1335	components/games/ShanKoeMeeGame.tsx:141	ရှမ်းကိုးမီး · Shan Koe Mee								
UI_1336	components/games/ShanKoeMeeGame.tsx:142	4 PLAYER TABLE								
UI_1337	components/games/ShanKoeMeeGame.tsx:142	SHAN KOE MEE								
UI_1338	components/games/ShanKoeMeeGame.tsx:143	👑 Banker ·								
UI_1339	components/games/ShanKoeMeeGame.tsx:144	Auto action in								
UI_1340	components/games/ShanKoeMeeGame.tsx:144	banker								
UI_1341	components/games/ShanKoeMeeGame.tsx:144	betting								
UI_1342	components/games/ShanKoeMeeGame.tsx:144	choice								
UI_1343	components/games/ShanKoeMeeGame.tsx:144	Deal cards								
UI_1344	components/games/ShanKoeMeeGame.tsx:144	Draw card								
UI_1345	components/games/ShanKoeMeeGame.tsx:144	Exit table								
UI_1346	components/games/ShanKoeMeeGame.tsx:144	Next round								
UI_1347	components/games/ShanKoeMeeGame.tsx:144	result								
UI_1348	components/games/ShanKoeMeeGame.tsx:144	Stay								
UI_1349	components/games/ShanKoeMeeGame.tsx:144	Traditional table								
UI_1350	components/games/ShanKoeMeeGame.tsx:28	Shan ${score}								
UI_1351	components/games/ShanKoeMeeGame.tsx:32	Three of a kind								
UI_1352	components/games/ShanKoeMeeGame.tsx:33	Straight flush								
UI_1353	components/games/ShanKoeMeeGame.tsx:34	Three face cards								
UI_1354	components/games/ShanKoeMeeGame.tsx:34	Three flush								
UI_1355	components/games/ShanKoeMeeGame.tsx:36	${score} points · ${hand[0].rank === hand[1].rank ? "Pair" : "Double suit"}								
UI_1356	components/games/ShanKoeMeeGame.tsx:36	Double suit								
UI_1357	components/games/ShanKoeMeeGame.tsx:37	${score} points								
UI_1358	components/games/ShanKoeMeeGame.tsx:37	Boo								
UI_1359	components/games/SnookerGame.tsx:1557	@keyframes confetti-fall { 0% { transform: translateY(-10vh) rotate(0deg) scale(1); opacity: 1; } 100% { transform: translateY(110vh) rotate(720deg) scale(0.7); opacity: 0; } }								
UI_1360	components/games/SnookerGame.tsx:1578	to play an online Snooker match.								
UI_1361	components/games/SnookerGame.tsx:1650	Snooker Matrix								
UI_1362	components/games/SnookerGame.tsx:1902	Match Completed! Score: Player 1 (								
UI_1363	components/games/SnookerGame.tsx:1902	pts)								
UI_1364	components/games/SnookerGame.tsx:1902	pts) - Player 2 (								
UI_1365	components/games/SnookerGame.tsx:2042	🖐️ PLACE CUE BALL INSIDE D-ZONE								
UI_1366	components/games/SnookerGame.tsx:2076	Set Spin / English								
UI_1367	components/games/SnookerGame.tsx:2096	Reset Match								
UI_1368	components/games/SnookerGame.tsx:551	Time expired! Auto shot executed.								
UI_1369	components/games/SudokuGame.tsx:1000	Your progress and timer are paused.								
UI_1370	components/games/SudokuGame.tsx:1008	Resume Game								
UI_1371	components/games/SudokuGame.tsx:1021	Choose a level								
UI_1372	components/games/SudokuGame.tsx:1022	New Sudoku								
UI_1373	components/games/SudokuGame.tsx:1026	Close new game menu								
UI_1374	components/games/SudokuGame.tsx:1030	Select the challenge that feels right for you.								
UI_1375	components/games/SudokuGame.tsx:1036 | components/games/SudokuGame.tsx:1054 | components/games/SudokuGame.tsx:1060	easy								
UI_1376	components/games/SudokuGame.tsx:1037 | components/games/SudokuGame.tsx:1054 | components/games/SudokuGame.tsx:1061	medium								
UI_1377	components/games/SudokuGame.tsx:1038 | components/games/SudokuGame.tsx:1062	hard								
UI_1378	components/games/SudokuGame.tsx:1060	More clues for a relaxed puzzle.								
UI_1379	components/games/SudokuGame.tsx:1061	Fewer clues and more deduction.								
UI_1380	components/games/SudokuGame.tsx:1062	Minimal clues for expert solvers.								
UI_1381	components/games/SudokuGame.tsx:1090	Puzzle Complete								
UI_1382	components/games/SudokuGame.tsx:1094	You completed the								
UI_1383	components/games/SudokuGame.tsx:1098	puzzle.								
UI_1384	components/games/SudokuGame.tsx:1140	Play Another Puzzle								
UI_1385	components/games/SudokuGame.tsx:1150	Change Difficulty								
UI_1386	components/games/SudokuGame.tsx:36	Easy								
UI_1387	components/games/SudokuGame.tsx:37	Medium								
UI_1388	components/games/SudokuGame.tsx:38	Hard								
UI_1389	components/games/SudokuGame.tsx:732	Pause game								
UI_1390	components/games/SudokuGame.tsx:733	How to play Sudoku								
UI_1391	components/games/SudokuGame.tsx:744	Level								
UI_1392	components/games/SudokuGame.tsx:754 | components/games/SudokuGame.tsx:1104 | components/games/WordBoxGame.tsx:522	Time								
UI_1393	components/games/SudokuGame.tsx:764 | components/games/SudokuGame.tsx:1114	Mistakes								
UI_1394	components/games/SudokuGame.tsx:780 | components/games/SudokuGame.tsx:1124	Hints								
UI_1395	components/games/SudokuGame.tsx:859	Erase								
UI_1396	components/games/SudokuGame.tsx:885	Notes								
UI_1397	components/games/SudokuGame.tsx:885	Off								
UI_1398	components/games/SudokuGame.tsx:885	On								
UI_1399	components/games/SudokuGame.tsx:897	Hint								
UI_1400	components/games/SudokuGame.tsx:966	1. Fill every square								
UI_1401	components/games/SudokuGame.tsx:967	2. Avoid repeats								
UI_1402	components/games/SudokuGame.tsx:967	Each row, column, and outlined 3×3 box must contain every number once.								
UI_1403	components/games/SudokuGame.tsx:968	3. Enter a number								
UI_1404	components/games/SudokuGame.tsx:968	Select an empty square, then tap a number below the board. Blue numbers are your entries.								
UI_1405	components/games/SudokuGame.tsx:969	4. Use Notes								
UI_1406	components/games/SudokuGame.tsx:969	Turn Notes on to add or remove small candidate numbers without committing an answer.								
UI_1407	components/games/SudokuGame.tsx:970	5. Ask for a hint								
UI_1408	components/games/SudokuGame.tsx:970	Hint completes one unfinished or incorrect square and adds to your hint count.								
UI_1409	components/games/SudokuGame.tsx:971	6. Complete the puzzle								
UI_1410	components/games/SudokuGame.tsx:971	Wrong answers appear red and increase Mistakes. Correct every square to finish the puzzle.								
UI_1411	components/games/SudokuGame.tsx:996	Game Paused								
UI_1412	components/games/TicTacToeGame.tsx:1008	${playerLabel(winner)} WINS!								
UI_1413	components/games/TicTacToeGame.tsx:1008	IT'S A TIE!								
UI_1414	components/games/TicTacToeGame.tsx:523	TicTacToe								
UI_1415	components/games/TicTacToeGame.tsx:623	to play an online Tic-Tac-Toe match.								
UI_1416	components/games/TicTacToeGame.tsx:820	Tic-Tac-Toe Room								
UI_1417	components/games/TicTacToeGame.tsx:889	Joe Yoke Bot								
UI_1418	components/games/TicTacToeGame.tsx:925	${localOpponent?.name || "Opponent"} (X)								
UI_1419	components/games/TicTacToeGame.tsx:925	Player 1 (X)								
UI_1420	components/games/TicTacToeGame.tsx:925	You (X)								
UI_1421	components/games/TicTacToeGame.tsx:931	Ties								
UI_1422	components/games/TicTacToeGame.tsx:937	${localOpponent?.name || "Opponent"} (O)								
UI_1423	components/games/TicTacToeGame.tsx:937	Bot (O)								
UI_1424	components/games/TicTacToeGame.tsx:937	Player 2 (O)								
UI_1425	components/games/TicTacToeGame.tsx:937	You (O)								
UI_1426	components/games/TicTacToeGame.tsx:955	Turn:								
UI_1427	components/games/UnoGame.tsx:1010	heart_broken								
UI_1428	components/games/UnoGame.tsx:1013	GAME OVER								
UI_1429	components/games/UnoGame.tsx:1013	VICTORY!								
UI_1430	components/games/UnoGame.tsx:1014	${winnerPlayer?.name || "Opponent"} cleared their hand first.								
UI_1431	components/games/UnoGame.tsx:1014	Incredible card strategy!								
UI_1432	components/games/UnoGame.tsx:1015	Back to Lobby								
UI_1433	components/games/UnoGame.tsx:664 | components/games/UnoGame.tsx:807 | components/games/UnoGame.tsx:900 | components/games/UnoGame.tsx:959	UNO								
UI_1434	components/games/UnoGame.tsx:708	to play an online Uno match.								
UI_1435	components/games/UnoGame.tsx:807	MATRIX								
UI_1436	components/games/UnoGame.tsx:993	Select Target Color								
UI_1437	components/games/WordBoxGame.tsx:369	Word Box								
UI_1438	components/games/WordBoxGame.tsx:392	Select a 3×3, 4×4, 5×5, or 6×6 letter board. Larger boards offer more paths.								
UI_1439	components/games/WordBoxGame.tsx:393	Drag through letters								
UI_1440	components/games/WordBoxGame.tsx:393	Start on any tile and drag through adjacent horizontal, vertical, or diagonal tiles.								
UI_1441	components/games/WordBoxGame.tsx:394	A tile cannot be reused in the same word. Drag back to the previous tile to undo one step.								
UI_1442	components/games/WordBoxGame.tsx:394	Build one path								
UI_1443	components/games/WordBoxGame.tsx:395	Make a valid word								
UI_1444	components/games/WordBoxGame.tsx:395	Words need at least 3 letters and must be accepted by the dictionary.								
UI_1445	components/games/WordBoxGame.tsx:396	Every unique valid word earns 10 points for each letter. Duplicate words do not score again.								
UI_1446	components/games/WordBoxGame.tsx:396	Score points								
UI_1447	components/games/WordBoxGame.tsx:397	Shuffle carefully								
UI_1448	components/games/WordBoxGame.tsx:397	Shuffle creates a new letter board and resets your found words and score.								
UI_1449	components/games/WordBoxGame.tsx:456	WORDBOX								
UI_1450	components/games/WordBoxGame.tsx:457	Select Grid Size								
UI_1451	components/games/WordBoxGame.tsx:468	Grid								
UI_1452	components/games/WordBoxGame.tsx:505	Words Found								
UI_1453	components/games/WordBoxGame.tsx:515	Target								
UI_1454	components/games/WordBoxGame.tsx:528 | components/games/WordBoxGame.tsx:571	Score								
UI_1455	components/games/WordBoxGame.tsx:537	Checking word								
UI_1456	components/games/WordBoxGame.tsx:548	SHUFFLE								
UI_1457	components/games/WordBoxGame.tsx:554	How to play Word Box								
UI_1458	components/games/WordBoxGame.tsx:570	Round over								
UI_1459	components/games/WordBoxGame.tsx:588	Drag to connect								
UI_1460	components/games/WordBoxGame.tsx:692	Swipe across tiles to connect								
UI_1461	components/games/WordBoxGame.tsx:692	words of 3 or more letters								
UI_1462	components/GamesTab.tsx:157	(-${entryFee.toLocaleString()} Pts)								
UI_1463	components/GamesTab.tsx:157	${selectedGame.title} is ready to play in the Joe Yoke arcade. Challenge friends or start a match when you are ready.								
UI_1464	components/GamesTab.tsx:157	About this game								
UI_1465	components/GamesTab.tsx:157	Active players								
UI_1466	components/GamesTab.tsx:157 | components/GamesTab.tsx:232 | components/ProfileTab.tsx:955	Arcade								
UI_1467	components/GamesTab.tsx:157	Category								
UI_1468	components/GamesTab.tsx:157 | components/GamesTab.tsx:236 | components/games/BigTwoGame.tsx:338 | components/games/BlockPuzzleGame.tsx:517 | components/games/DominoesGame.tsx:1586 | components/games/Game2048.tsx:258 | components/games/LudoGame.tsx:401 | components/games/SudokuGame.tsx:910	New								
UI_1469	components/GamesTab.tsx:157 | components/HomeTab.tsx:519	Play								
UI_1470	components/GamesTab.tsx:157	Save game								
UI_1471	components/GamesTab.tsx:157	shield								
UI_1472	components/GamesTab.tsx:157 | components/GamesTab.tsx:235 | components/GamesTab.tsx:251 | components/ProfileTab.tsx:739 | components/ProfileTab.tsx:955 | components/games/Checkers.tsx:1184	star								
UI_1473	components/GamesTab.tsx:173	All								
UI_1474	components/GamesTab.tsx:193	Trending Games								
UI_1475	components/GamesTab.tsx:234	Rate ${game.title}								
UI_1476	components/GamesTab.tsx:246 | components/ProfileTab.tsx:829 | components/ProfileTab.tsx:1121	undefined								
UI_1477	components/GamesTab.tsx:248	Rate ${ratingGame.title}								
UI_1478	components/GamesTab.tsx:249	Rate								
UI_1479	components/GamesTab.tsx:250	Your rating helps players discover great games.								
UI_1480	components/GamesTab.tsx:26 | components/games/TicTacToeGame.tsx:134 | components/games/TicTacToeGame.tsx:179	Tic Tac Toe								
UI_1481	components/GamesTab.tsx:27	Biometric Override								
UI_1482	components/GamesTab.tsx:28 | components/games/CupPong.tsx:3000 | components/games/CupPong.tsx:3093	Cup Pong								
UI_1483	components/GamesTab.tsx:29 | components/games/FourInARow.tsx:638	Four in a Row								
UI_1484	components/GamesTab.tsx:30	Bingo								
UI_1485	components/GamesTab.tsx:31 | components/games/PingPong.tsx:3211 | components/games/PingPong.tsx:3388	Ping Pong								
UI_1486	components/GamesTab.tsx:32	Wordbox								
UI_1487	components/GamesTab.tsx:33 | components/games/SudokuGame.tsx:724 | components/games/SudokuGame.tsx:957	Sudoku								
UI_1488	components/GamesTab.tsx:35 | components/games/DominoesGame.tsx:1562 | components/games/DominoesGame.tsx:1839	Dominoes								
UI_1489	components/GamesTab.tsx:39	Block Puzzle								
UI_1490	components/GamesTab.tsx:44	Fast 1v1 fighting with specials, guard breaks, and instant rematches.								
UI_1491	components/GamesTab.tsx:44 | components/games/MiniFighter.tsx:48	Mini Fighter								
UI_1492	components/GlobalInviteListener.tsx:113	Accept Match								
UI_1493	components/GlobalInviteListener.tsx:89	Sender								
UI_1494	components/GlobalInviteListener.tsx:94	Incoming Challenge								
UI_1495	components/GlobalInviteListener.tsx:97	invited you to play								
UI_1496	components/GlobalNotificationListener.tsx:94	You have a new update.								
UI_1497	components/GuestActionGate.tsx:71	Sign in to claim rewards and play online.								
UI_1498	components/HomeTab.tsx:327	Play history								
UI_1499	components/HomeTab.tsx:328	${outcome} in ${match.gameName}								
UI_1500	components/HomeTab.tsx:329	${username} vs ${match.opponentName || "Opponent"}								
UI_1501	components/HomeTab.tsx:329 | components/RecentMatches.tsx:35 | components/RecentMatches.tsx:126 | components/games/Checkers.tsx:1035 | components/games/ChessGame.tsx:1093 | components/games/DominoesGame.tsx:841 | components/games/DominoesGame.tsx:845 | components/games/LudoGame.tsx:429 | components/games/TicTacToeGame.tsx:601 | components/games/TicTacToeGame.tsx:925 | components/games/TicTacToeGame.tsx:937 | components/games/TicTacToeGame.tsx:955 | components/games/UnoGame.tsx:1014	Opponent								
UI_1502	components/HomeTab.tsx:330 | components/RecentMatches.tsx:36	A hard-fought draw								
UI_1503	components/HomeTab.tsx:330 | components/RecentMatches.tsx:36	Ready for the rematch								
UI_1504	components/HomeTab.tsx:331 | components/RecentMatches.tsx:37	lime								
UI_1505	components/HomeTab.tsx:331 | components/RecentMatches.tsx:37	violet								
UI_1506	components/HomeTab.tsx:333	Match result shared.								
UI_1507	components/HomeTab.tsx:333 | components/RecentMatches.tsx:39	Share card downloaded and text copied.								
UI_1508	components/HomeTab.tsx:363 | components/HomeTab.tsx:599 | components/games/Carrom.tsx:1665 | components/games/Checkers.tsx:1090 | components/games/ChessGame.tsx:1018 | components/games/SnookerGame.tsx:1898 | components/games/UnoGame.tsx:1010	emoji_events								
UI_1509	components/HomeTab.tsx:372	View tournament								
UI_1510	components/HomeTab.tsx:391	Prize								
UI_1511	components/HomeTab.tsx:407	Entry								
UI_1512	components/HomeTab.tsx:435	${currentTier} rank badge								
UI_1513	components/HomeTab.tsx:450	Current Season								
UI_1514	components/HomeTab.tsx:458	Global rank #${rankData.globalRank ?? "—"} · Top ${rankData.percentile}%								
UI_1515	components/HomeTab.tsx:459	Complete a match to enter the global ranking								
UI_1516	components/HomeTab.tsx:466	View								
UI_1517	components/HomeTab.tsx:473 | components/HomeTab.tsx:762	Win Rate								
UI_1518	components/HomeTab.tsx:476	${rankData.winRate}%								
UI_1519	components/HomeTab.tsx:476	${stats.winRate}%								
UI_1520	components/HomeTab.tsx:482 | components/HomeTab.tsx:694 | components/HomeTab.tsx:770	Matches								
UI_1521	components/HomeTab.tsx:491	Play time								
UI_1522	components/HomeTab.tsx:494	0m								
UI_1523	components/HomeTab.tsx:503	Actions								
UI_1524	components/HomeTab.tsx:529	donut_large								
UI_1525	components/HomeTab.tsx:543	polyline								
UI_1526	components/HomeTab.tsx:547	Stats								
UI_1527	components/HomeTab.tsx:569	History								
UI_1528	components/HomeTab.tsx:574	Plays								
UI_1529	components/HomeTab.tsx:601	balance								
UI_1530	components/HomeTab.tsx:607	Unknown								
UI_1531	components/HomeTab.tsx:607 | components/RecentMatches.tsx:126	vs								
UI_1532	components/HomeTab.tsx:626	Share ${match.gameName} result								
UI_1533	components/HomeTab.tsx:636 | components/RecentMatches.tsx:89	Recent Matches								
UI_1534	components/HomeTab.tsx:643	See All								
UI_1535	components/HomeTab.tsx:643	Show Less								
UI_1536	components/HomeTab.tsx:657	No Matches Yet								
UI_1537	components/HomeTab.tsx:660	Jump into the arcade to start building your legacy.								
UI_1538	components/HomeTab.tsx:666	Find a Game								
UI_1539	components/HomeTab.tsx:696 | components/games/Checkers.tsx:1005 | components/games/Checkers.tsx:1043	Wins								
UI_1540	components/HomeTab.tsx:703	Last:								
UI_1541	components/HomeTab.tsx:747	query_stats								
UI_1542	components/HomeTab.tsx:751	Player Statistics								
UI_1543	components/HomeTab.tsx:754	Lifetime gameplay record								
UI_1544	components/HomeTab.tsx:778	Victories								
UI_1545	components/HomeTab.tsx:786	Top Game								
UI_1546	components/HomeTab.tsx:798	Close Dashboard								
UI_1547	components/InAppBroadcastDialog.tsx:78 | components/games/PoolGame.tsx:1874	Open								
UI_1548	components/InAppBroadcastDialog.tsx:79 | components/games/Carrom.tsx:1311 | components/games/Checkers.tsx:768 | components/games/ChessGame.tsx:795 | components/games/PoolGame.tsx:1578 | components/games/SnookerGame.tsx:1604 | components/games/TicTacToeGame.tsx:649 | components/games/UnoGame.tsx:714	Dismiss								
UI_1549	components/JoeYokeLogo.tsx:12 | components/JoeYokeLogo.tsx:17	Joe Yoke Logo								
UI_1550	components/MatchmakingModal.tsx:230 | components/games/BiometricOverride.tsx:286	radar								
UI_1551	components/MatchmakingModal.tsx:238	Searching for an online player...								
UI_1552	components/MatchmakingModal.tsx:243	0${searchTime}								
UI_1553	components/MatchmakingModal.tsx:255	Cancel Search								
UI_1554	components/NotificationsCenter.tsx:138	Sign in to see your notifications.								
UI_1555	components/NotificationsCenter.tsx:153	Notifications								
UI_1556	components/NotificationsCenter.tsx:155	Game activity, automated updates, and announcements from the team.								
UI_1557	components/NotificationsCenter.tsx:163	Mark all read								
UI_1558	components/NotificationsCenter.tsx:167	all								
UI_1559	components/NotificationsCenter.tsx:167 | components/NotificationsCenter.tsx:209	general								
UI_1560	components/NotificationsCenter.tsx:167	promotion								
UI_1561	components/NotificationsCenter.tsx:167	system								
UI_1562	components/NotificationsCenter.tsx:185	Loading notifications…								
UI_1563	components/NotificationsCenter.tsx:189	You’re all caught up.								
UI_1564	components/NotificationsCenter.tsx:205 | components/games/Carrom.tsx:704	broadcast								
UI_1565	components/NotificationsCenter.tsx:205	campaign								
UI_1566	components/NotificationsCenter.tsx:219	Unread								
UI_1567	components/ProfileTab.tsx:1012	Profile card design								
UI_1568	components/ProfileTab.tsx:1013	Choose a purchased avatar border or card background.								
UI_1569	components/ProfileTab.tsx:1014	EQUIP DESIGN								
UI_1570	components/ProfileTab.tsx:1014	No profile designs purchased yet.								
UI_1571	components/ProfileTab.tsx:1014	Profile cosmetic								
UI_1572	components/ProfileTab.tsx:1017	, as set by the game team.								
UI_1573	components/ProfileTab.tsx:1017	Your first profile edit is free. Later edits cost								
UI_1574	components/ProfileTab.tsx:1025	Saving…								
UI_1575	components/ProfileTab.tsx:1026	Save changes${ identityCost ? ` (${identityCost} PTS)` : "" }								
UI_1576	components/ProfileTab.tsx:1027	(${identityCost} PTS)								
UI_1577	components/ProfileTab.tsx:1035	Submit an account request for backend review. Admin approval or rejection will be shown in your account request record.								
UI_1578	components/ProfileTab.tsx:1046	Change email address								
UI_1579	components/ProfileTab.tsx:1047	Delete account								
UI_1580	components/ProfileTab.tsx:1048	Other account request								
UI_1581	components/ProfileTab.tsx:1053	Tell the team what you need								
UI_1582	components/ProfileTab.tsx:1061	Send for review								
